what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1329902516263
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1329902516263
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1329902516276
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1329902516491
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1329902516537
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1329902516591
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1329902517128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329902541966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329902541968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329902541971
